product_category,original_price,product_age_days,return_reason,condition_grade,optimal_route
toys,3444.52,13,not_as_described,acceptable,refurbish
clothing,2669.73,36,wrong_size,for_parts,recycle
electronics,34307.5,16,not_as_described,acceptable,refurbish
clothing,3514.38,97,not_as_described,good,refurbish
clothing,14417.73,45,defective,good,refurbish
clothing,3091.24,53,not_as_described,acceptable,refurbish
clothing,1592.65,191,defective,good,peer_exchange
clothing,3476.23,85,no_longer_needed,good,refurbish
electronics,6830.93,25,defective,for_parts,recycle
home,21091.81,11,better_price_found,very_good,resell_as_is
clothing,13172.97,131,wrong_size,acceptable,refurbish
electronics,55334.68,120,not_as_described,good,refurbish
home,35692.13,49,better_price_found,for_parts,recycle
books,1599.5,30,no_longer_needed,like_new,peer_exchange
books,797.69,34,better_price_found,good,peer_exchange
clothing,8032.07,60,no_longer_needed,good,refurbish
clothing,5407.97,65,no_longer_needed,good,refurbish
clothing,13571.24,74,no_longer_needed,good,refurbish
electronics,54172.66,72,not_as_described,very_good,resell_as_is
electronics,9046.29,23,not_as_described,like_new,resell_as_is
home,23133.0,46,not_as_described,for_parts,peer_exchange
electronics,5358.85,17,not_as_described,acceptable,refurbish
electronics,33457.67,157,no_longer_needed,very_good,resell_as_is
home,3248.01,3,defective,acceptable,refurbish
clothing,1852.27,153,wrong_size,for_parts,recycle
electronics,30972.58,2,better_price_found,good,donate
toys,7505.33,11,wrong_size,for_parts,recycle
clothing,9430.62,94,no_longer_needed,very_good,resell_as_is
books,2494.65,58,better_price_found,acceptable,refurbish
books,1361.25,3,no_longer_needed,acceptable,refurbish
clothing,4074.49,50,no_longer_needed,acceptable,refurbish
home,10290.28,34,defective,acceptable,refurbish
home,11003.1,39,defective,very_good,resell_as_is
home,15136.06,78,not_as_described,good,refurbish
toys,3189.67,14,better_price_found,very_good,resell_as_is
electronics,43329.0,10,better_price_found,good,refurbish
electronics,25070.71,74,not_as_described,very_good,resell_as_is
clothing,2904.19,11,no_longer_needed,for_parts,recycle
home,4234.18,29,not_as_described,very_good,resell_as_is
books,2844.43,7,no_longer_needed,for_parts,recycle
home,10735.38,27,defective,acceptable,refurbish
clothing,12442.05,27,wrong_size,acceptable,refurbish
clothing,4168.5,223,no_longer_needed,acceptable,refurbish
home,9209.98,228,defective,very_good,resell_as_is
books,2345.42,29,no_longer_needed,acceptable,donate
toys,1719.66,16,no_longer_needed,like_new,peer_exchange
clothing,8070.07,25,not_as_described,for_parts,recycle
home,2501.15,5,not_as_described,like_new,refurbish
books,1303.89,156,better_price_found,very_good,peer_exchange
electronics,18214.56,75,no_longer_needed,very_good,resell_as_is
electronics,30790.68,39,defective,for_parts,recycle
clothing,7902.47,11,wrong_size,good,refurbish
books,1041.09,35,defective,like_new,peer_exchange
clothing,4328.39,62,no_longer_needed,very_good,resell_as_is
electronics,36059.96,98,not_as_described,for_parts,refurbish
home,21659.1,35,not_as_described,acceptable,refurbish
home,30493.31,33,defective,good,resell_as_is
electronics,13383.71,43,no_longer_needed,very_good,resell_as_is
toys,7687.67,110,not_as_described,like_new,resell_as_is
clothing,12824.65,332,not_as_described,very_good,resell_as_is
electronics,33828.72,49,no_longer_needed,good,refurbish
home,33741.18,10,better_price_found,good,refurbish
electronics,60332.79,2,not_as_described,very_good,resell_as_is
books,1209.06,34,better_price_found,acceptable,refurbish
clothing,3894.1,32,no_longer_needed,like_new,resell_as_is
electronics,28954.08,106,defective,good,refurbish
electronics,45545.81,222,better_price_found,very_good,resell_as_is
electronics,46079.26,78,no_longer_needed,very_good,resell_as_is
clothing,7513.37,79,defective,very_good,resell_as_is
electronics,18374.89,6,defective,like_new,resell_as_is
home,13558.38,67,no_longer_needed,good,refurbish
electronics,48404.44,192,no_longer_needed,very_good,resell_as_is
electronics,39683.08,75,defective,good,refurbish
clothing,12883.23,89,wrong_size,good,refurbish
clothing,14374.88,127,defective,very_good,resell_as_is
clothing,2156.6,48,wrong_size,very_good,peer_exchange
toys,5927.04,26,defective,good,refurbish
clothing,12612.75,58,not_as_described,good,refurbish
toys,4296.7,22,no_longer_needed,very_good,resell_as_is
clothing,1997.86,14,defective,acceptable,refurbish
home,14089.92,51,not_as_described,good,donate
electronics,42875.26,108,not_as_described,good,refurbish
electronics,13146.93,135,better_price_found,acceptable,refurbish
clothing,4091.81,30,wrong_size,acceptable,refurbish
books,1753.93,21,not_as_described,very_good,peer_exchange
clothing,14043.87,116,wrong_size,like_new,resell_as_is
electronics,51730.4,54,defective,good,refurbish
books,290.05,136,no_longer_needed,acceptable,peer_exchange
clothing,8289.48,93,not_as_described,acceptable,refurbish
books,702.08,101,better_price_found,very_good,peer_exchange
home,3915.29,41,not_as_described,acceptable,refurbish
home,26504.4,80,not_as_described,good,refurbish
toys,5902.4,49,no_longer_needed,very_good,resell_as_is
clothing,4555.09,57,not_as_described,good,refurbish
home,30894.23,136,not_as_described,for_parts,recycle
home,28230.95,14,defective,acceptable,refurbish
home,19492.24,23,defective,acceptable,refurbish
home,15851.24,89,defective,very_good,resell_as_is
clothing,3456.24,140,wrong_size,good,refurbish
clothing,7628.88,21,no_longer_needed,very_good,resell_as_is
electronics,25441.75,1,no_longer_needed,good,refurbish
clothing,12096.24,63,wrong_size,very_good,resell_as_is
home,3371.16,74,not_as_described,good,refurbish
clothing,898.65,5,no_longer_needed,very_good,peer_exchange
electronics,29796.91,4,defective,good,refurbish
toys,3354.61,30,no_longer_needed,very_good,resell_as_is
clothing,3285.56,95,wrong_size,for_parts,recycle
clothing,2113.79,15,wrong_size,very_good,peer_exchange
toys,3775.71,66,no_longer_needed,acceptable,resell_as_is
toys,1117.87,28,no_longer_needed,very_good,peer_exchange
electronics,5054.75,8,better_price_found,good,refurbish
clothing,9093.55,41,better_price_found,acceptable,refurbish
electronics,36404.02,38,better_price_found,very_good,resell_as_is
clothing,4028.86,9,no_longer_needed,good,refurbish
books,989.72,48,defective,for_parts,recycle
clothing,4889.95,38,wrong_size,very_good,resell_as_is
books,1051.71,38,better_price_found,like_new,peer_exchange
electronics,44587.24,53,not_as_described,acceptable,refurbish
clothing,8304.66,101,wrong_size,acceptable,refurbish
electronics,49695.64,6,not_as_described,like_new,resell_as_is
home,22599.73,32,not_as_described,very_good,resell_as_is
toys,6863.44,10,wrong_size,for_parts,recycle
clothing,11820.41,23,defective,for_parts,recycle
electronics,9959.9,14,no_longer_needed,very_good,refurbish
toys,1613.29,2,better_price_found,acceptable,refurbish
electronics,11417.26,7,no_longer_needed,good,refurbish
electronics,42118.54,51,defective,for_parts,recycle
home,35494.97,52,defective,very_good,resell_as_is
clothing,11319.76,278,better_price_found,good,refurbish
toys,3247.51,18,defective,like_new,resell_as_is
clothing,13168.78,94,not_as_described,good,recycle
toys,1779.3,8,defective,good,peer_exchange
books,2305.11,36,no_longer_needed,good,peer_exchange
clothing,9853.91,49,not_as_described,good,refurbish
home,21173.91,69,not_as_described,very_good,peer_exchange
clothing,8427.69,49,no_longer_needed,very_good,resell_as_is
books,816.27,12,wrong_size,very_good,peer_exchange
clothing,4189.1,5,no_longer_needed,acceptable,refurbish
toys,7438.07,97,no_longer_needed,like_new,resell_as_is
electronics,57716.49,40,no_longer_needed,like_new,resell_as_is
clothing,4632.04,30,wrong_size,good,refurbish
books,1455.87,28,better_price_found,good,peer_exchange
clothing,12233.13,25,wrong_size,acceptable,recycle
home,20376.66,39,defective,good,refurbish
toys,6454.02,32,defective,acceptable,refurbish
electronics,14931.55,49,no_longer_needed,very_good,refurbish
electronics,56238.18,31,defective,good,refurbish
electronics,47267.77,60,defective,for_parts,recycle
clothing,3491.23,9,defective,like_new,resell_as_is
electronics,43207.28,93,not_as_described,good,refurbish
home,15075.0,36,better_price_found,like_new,resell_as_is
clothing,10307.65,87,wrong_size,like_new,resell_as_is
electronics,7583.64,41,no_longer_needed,acceptable,refurbish
electronics,25358.68,20,no_longer_needed,good,recycle
electronics,37581.23,101,no_longer_needed,acceptable,refurbish
toys,3481.96,51,no_longer_needed,good,refurbish
electronics,24050.96,20,defective,very_good,resell_as_is
electronics,48592.16,71,defective,very_good,resell_as_is
home,35158.24,115,better_price_found,good,refurbish
books,2705.07,1,better_price_found,good,refurbish
electronics,26642.26,20,defective,like_new,resell_as_is
electronics,21344.1,12,not_as_described,very_good,resell_as_is
clothing,9963.99,8,wrong_size,very_good,resell_as_is
clothing,9185.36,17,defective,like_new,recycle
clothing,2484.76,70,better_price_found,very_good,peer_exchange
toys,6719.67,38,no_longer_needed,like_new,resell_as_is
clothing,2836.87,34,wrong_size,good,refurbish
clothing,2622.45,10,not_as_described,for_parts,donate
electronics,14873.26,20,not_as_described,good,refurbish
home,36618.44,108,defective,very_good,resell_as_is
electronics,58897.78,3,defective,good,refurbish
home,21478.79,16,defective,for_parts,recycle
clothing,6487.82,10,not_as_described,good,refurbish
home,6587.33,37,wrong_size,like_new,resell_as_is
clothing,10408.73,78,no_longer_needed,acceptable,donate
electronics,62657.78,8,defective,acceptable,refurbish
books,1644.06,29,better_price_found,like_new,peer_exchange
electronics,55394.76,9,not_as_described,acceptable,refurbish
home,32343.13,81,better_price_found,good,refurbish
electronics,17150.2,10,not_as_described,very_good,peer_exchange
electronics,48784.1,2,no_longer_needed,very_good,resell_as_is
clothing,13158.59,25,not_as_described,very_good,resell_as_is
home,10337.47,179,not_as_described,good,refurbish
electronics,62394.43,26,defective,acceptable,refurbish
electronics,8932.33,76,defective,for_parts,recycle
clothing,5762.61,43,wrong_size,acceptable,refurbish
clothing,6967.54,16,not_as_described,good,refurbish
electronics,58594.25,25,no_longer_needed,acceptable,refurbish
clothing,9321.57,3,no_longer_needed,like_new,resell_as_is
electronics,54654.23,48,no_longer_needed,good,refurbish
electronics,43392.74,52,defective,very_good,resell_as_is
electronics,24024.71,2,not_as_described,very_good,resell_as_is
toys,4221.41,19,no_longer_needed,very_good,peer_exchange
clothing,14733.35,107,better_price_found,very_good,resell_as_is
clothing,3526.77,174,wrong_size,for_parts,recycle
books,972.58,26,not_as_described,good,peer_exchange
home,1413.37,4,defective,good,peer_exchange
books,885.47,52,no_longer_needed,very_good,peer_exchange
clothing,2455.69,2,wrong_size,good,donate
clothing,1629.12,13,better_price_found,like_new,peer_exchange
clothing,10253.41,54,wrong_size,acceptable,refurbish
books,1336.84,251,better_price_found,for_parts,recycle
clothing,11454.08,128,better_price_found,very_good,resell_as_is
electronics,36143.97,12,defective,for_parts,recycle
home,24043.81,8,not_as_described,good,refurbish
books,2922.04,15,not_as_described,good,refurbish
clothing,788.26,47,better_price_found,very_good,peer_exchange
toys,5679.02,77,no_longer_needed,for_parts,recycle
books,2158.26,80,no_longer_needed,very_good,peer_exchange
clothing,8660.17,18,no_longer_needed,like_new,resell_as_is
home,8126.85,47,defective,very_good,resell_as_is
electronics,64108.57,2,no_longer_needed,very_good,resell_as_is
clothing,10269.38,79,not_as_described,like_new,resell_as_is
clothing,917.62,33,defective,good,peer_exchange
clothing,5071.57,4,not_as_described,good,refurbish
home,21864.42,39,not_as_described,good,refurbish
clothing,2540.78,11,not_as_described,acceptable,refurbish
electronics,49544.26,108,better_price_found,good,refurbish
electronics,8309.47,6,no_longer_needed,like_new,resell_as_is
clothing,5005.2,123,wrong_size,very_good,resell_as_is
electronics,44232.35,102,better_price_found,acceptable,refurbish
clothing,1620.76,18,wrong_size,very_good,peer_exchange
clothing,8647.52,35,defective,for_parts,recycle
home,17266.46,4,not_as_described,acceptable,donate
home,24961.7,16,not_as_described,very_good,resell_as_is
clothing,14673.38,17,wrong_size,very_good,resell_as_is
clothing,10676.9,3,better_price_found,like_new,resell_as_is
books,1668.57,9,no_longer_needed,good,peer_exchange
clothing,6455.29,110,better_price_found,good,refurbish
clothing,10501.93,70,no_longer_needed,very_good,resell_as_is
clothing,5068.54,26,no_longer_needed,good,refurbish
books,2672.72,38,not_as_described,for_parts,recycle
electronics,7570.2,35,no_longer_needed,very_good,resell_as_is
clothing,13412.99,34,not_as_described,for_parts,recycle
clothing,12094.13,20,no_longer_needed,like_new,resell_as_is
toys,4510.17,77,defective,very_good,resell_as_is
clothing,7097.97,2,wrong_size,acceptable,refurbish
home,27933.45,43,not_as_described,acceptable,refurbish
electronics,61820.23,2,defective,good,refurbish
clothing,5648.43,229,no_longer_needed,acceptable,refurbish
electronics,6129.1,16,not_as_described,good,refurbish
electronics,28677.12,8,not_as_described,good,refurbish
books,2454.27,61,better_price_found,good,peer_exchange
clothing,8115.66,78,wrong_size,good,refurbish
home,2242.31,29,no_longer_needed,for_parts,recycle
books,2618.67,8,better_price_found,very_good,resell_as_is
clothing,10114.28,81,defective,acceptable,refurbish
home,18763.28,3,not_as_described,acceptable,refurbish
toys,6538.45,75,no_longer_needed,good,refurbish
clothing,12756.68,72,no_longer_needed,acceptable,donate
electronics,28686.13,246,defective,acceptable,refurbish
toys,6404.83,65,better_price_found,like_new,resell_as_is
toys,6248.96,197,no_longer_needed,acceptable,refurbish
home,21308.58,155,no_longer_needed,acceptable,refurbish
clothing,1016.63,165,not_as_described,very_good,peer_exchange
books,2542.26,102,no_longer_needed,very_good,resell_as_is
electronics,54434.08,6,no_longer_needed,good,refurbish
toys,640.27,90,defective,like_new,peer_exchange
electronics,51610.64,46,defective,like_new,resell_as_is
books,1425.84,49,better_price_found,good,peer_exchange
home,25428.55,80,no_longer_needed,for_parts,recycle
toys,4491.38,67,defective,very_good,resell_as_is
home,2373.46,48,defective,for_parts,recycle
electronics,56024.25,152,defective,acceptable,refurbish
home,14140.44,24,not_as_described,like_new,resell_as_is
clothing,6302.17,135,defective,good,refurbish
books,674.51,39,better_price_found,very_good,peer_exchange
electronics,8759.52,81,no_longer_needed,for_parts,recycle
electronics,4047.4,254,defective,very_good,resell_as_is
clothing,3615.63,132,better_price_found,like_new,resell_as_is
clothing,8099.05,148,better_price_found,very_good,resell_as_is
electronics,37174.16,1,not_as_described,like_new,resell_as_is
electronics,54536.3,15,defective,acceptable,refurbish
electronics,6065.61,76,not_as_described,acceptable,refurbish
clothing,7042.48,83,better_price_found,like_new,resell_as_is
electronics,31244.01,130,defective,for_parts,recycle
toys,6154.47,7,defective,very_good,resell_as_is
clothing,7334.84,188,defective,acceptable,refurbish
books,784.27,42,no_longer_needed,very_good,peer_exchange
books,1465.99,45,better_price_found,like_new,peer_exchange
home,6725.55,57,defective,acceptable,refurbish
clothing,9173.81,13,wrong_size,good,refurbish
clothing,9194.78,51,not_as_described,very_good,resell_as_is
home,34150.59,18,not_as_described,good,refurbish
home,2430.85,77,defective,good,refurbish
clothing,2661.8,253,no_longer_needed,acceptable,refurbish
electronics,61279.61,46,no_longer_needed,very_good,resell_as_is
toys,4365.93,10,defective,good,donate
home,39623.74,127,wrong_size,good,refurbish
electronics,55325.47,54,better_price_found,acceptable,refurbish
home,9156.04,8,not_as_described,very_good,resell_as_is
clothing,12977.1,2,wrong_size,good,refurbish
electronics,62727.98,52,not_as_described,like_new,resell_as_is
books,815.0,26,defective,for_parts,peer_exchange
books,1169.92,28,better_price_found,good,peer_exchange
clothing,4511.71,65,wrong_size,acceptable,refurbish
electronics,45570.27,56,defective,very_good,resell_as_is
home,25837.96,46,no_longer_needed,acceptable,refurbish
home,13903.12,128,no_longer_needed,acceptable,refurbish
electronics,35943.04,28,no_longer_needed,good,refurbish
home,27634.14,15,better_price_found,acceptable,refurbish
clothing,8266.66,9,not_as_described,like_new,resell_as_is
home,16095.68,42,better_price_found,like_new,resell_as_is
electronics,3830.96,13,no_longer_needed,good,refurbish
clothing,822.63,76,wrong_size,acceptable,donate
clothing,11538.44,186,wrong_size,acceptable,refurbish
books,2040.98,13,no_longer_needed,like_new,peer_exchange
electronics,42393.87,313,wrong_size,good,refurbish
toys,4245.64,48,no_longer_needed,very_good,donate
electronics,36456.27,23,not_as_described,like_new,resell_as_is
books,731.99,26,no_longer_needed,like_new,peer_exchange
clothing,13774.99,115,not_as_described,good,refurbish
toys,7766.91,9,defective,good,refurbish
electronics,5435.41,132,no_longer_needed,very_good,resell_as_is
clothing,12185.63,34,wrong_size,good,refurbish
clothing,2030.95,286,wrong_size,very_good,peer_exchange
clothing,6877.4,89,not_as_described,good,refurbish
electronics,37735.91,130,wrong_size,good,refurbish
clothing,7151.57,240,wrong_size,like_new,resell_as_is
books,1521.82,44,better_price_found,acceptable,refurbish
electronics,31960.96,118,better_price_found,for_parts,recycle
clothing,6946.78,90,no_longer_needed,good,peer_exchange
clothing,7090.36,76,defective,very_good,resell_as_is
electronics,63367.26,30,better_price_found,very_good,resell_as_is
home,31351.66,51,defective,like_new,resell_as_is
electronics,23291.7,68,defective,like_new,recycle
clothing,6927.65,36,wrong_size,like_new,resell_as_is
clothing,519.14,23,wrong_size,very_good,peer_exchange
clothing,10540.39,60,no_longer_needed,good,refurbish
books,1397.56,73,no_longer_needed,good,peer_exchange
electronics,23000.21,16,defective,very_good,resell_as_is
home,31635.23,28,better_price_found,good,refurbish
books,2243.65,84,not_as_described,good,peer_exchange
clothing,10410.06,54,no_longer_needed,very_good,resell_as_is
electronics,45328.38,79,defective,good,refurbish
electronics,28164.13,13,not_as_described,very_good,resell_as_is
home,24595.52,2,better_price_found,good,resell_as_is
electronics,38280.55,38,not_as_described,acceptable,refurbish
electronics,61611.56,152,no_longer_needed,good,resell_as_is
books,726.88,25,no_longer_needed,good,peer_exchange
clothing,1502.72,26,wrong_size,good,refurbish
clothing,7845.03,2,wrong_size,very_good,resell_as_is
home,24516.12,30,defective,acceptable,refurbish
home,20908.77,81,better_price_found,for_parts,recycle
clothing,4352.34,165,defective,like_new,resell_as_is
electronics,33410.76,50,defective,like_new,resell_as_is
home,33684.14,28,no_longer_needed,good,refurbish
electronics,23410.73,9,better_price_found,like_new,resell_as_is
clothing,4859.16,51,wrong_size,acceptable,refurbish
clothing,10876.77,132,no_longer_needed,good,refurbish
clothing,11646.65,127,wrong_size,very_good,resell_as_is
clothing,5317.3,32,not_as_described,for_parts,recycle
electronics,11840.76,3,not_as_described,good,refurbish
home,29851.4,18,not_as_described,for_parts,recycle
home,18546.84,95,no_longer_needed,good,refurbish
toys,4807.87,17,not_as_described,acceptable,refurbish
electronics,4753.71,69,defective,good,refurbish
clothing,1707.89,13,wrong_size,very_good,peer_exchange
clothing,3445.82,5,wrong_size,for_parts,recycle
books,2576.51,43,no_longer_needed,very_good,resell_as_is
clothing,12564.9,6,no_longer_needed,like_new,resell_as_is
clothing,9988.7,41,wrong_size,good,refurbish
electronics,59847.16,57,no_longer_needed,very_good,resell_as_is
books,1361.57,46,defective,very_good,peer_exchange
home,23637.96,10,not_as_described,very_good,resell_as_is
books,2372.41,6,better_price_found,good,peer_exchange
electronics,44090.69,17,not_as_described,like_new,resell_as_is
electronics,16723.75,7,no_longer_needed,like_new,resell_as_is
electronics,61517.75,163,defective,good,refurbish
clothing,1126.74,26,wrong_size,very_good,peer_exchange
clothing,6063.97,8,wrong_size,like_new,resell_as_is
electronics,39306.21,26,defective,good,refurbish
clothing,9096.35,41,wrong_size,good,refurbish
electronics,31082.85,4,defective,good,refurbish
books,395.84,33,no_longer_needed,like_new,peer_exchange
home,36210.97,1,defective,acceptable,refurbish
books,360.1,55,no_longer_needed,like_new,peer_exchange
home,8298.69,20,no_longer_needed,good,refurbish
clothing,4366.57,252,better_price_found,like_new,resell_as_is
electronics,3245.31,20,defective,acceptable,refurbish
toys,5807.5,33,no_longer_needed,for_parts,recycle
home,37583.91,8,no_longer_needed,acceptable,refurbish
electronics,33499.49,69,defective,good,refurbish
clothing,6902.02,46,defective,good,refurbish
electronics,4506.72,14,not_as_described,acceptable,refurbish
electronics,49079.94,22,better_price_found,acceptable,refurbish
clothing,8093.63,5,wrong_size,very_good,resell_as_is
clothing,653.22,68,defective,good,peer_exchange
clothing,14697.72,5,wrong_size,very_good,resell_as_is
clothing,12362.59,147,wrong_size,good,refurbish
clothing,6794.11,13,defective,good,refurbish
home,6052.75,6,better_price_found,good,refurbish
electronics,34933.74,47,no_longer_needed,like_new,resell_as_is
clothing,13054.7,168,better_price_found,for_parts,recycle
electronics,58944.54,1,not_as_described,good,refurbish
clothing,6140.95,380,better_price_found,for_parts,recycle
home,39552.75,134,not_as_described,acceptable,refurbish
home,17373.07,5,no_longer_needed,for_parts,recycle
electronics,22232.99,53,defective,good,refurbish
home,15016.25,165,not_as_described,like_new,resell_as_is
home,33659.57,166,not_as_described,very_good,donate
electronics,6574.61,1,not_as_described,very_good,resell_as_is
clothing,7547.05,32,not_as_described,very_good,resell_as_is
toys,6845.01,152,not_as_described,good,refurbish
home,35714.6,76,better_price_found,very_good,resell_as_is
home,27902.35,24,no_longer_needed,for_parts,recycle
home,16171.69,274,not_as_described,very_good,resell_as_is
home,3782.7,56,better_price_found,acceptable,peer_exchange
clothing,3283.48,47,wrong_size,very_good,resell_as_is
electronics,25690.06,32,not_as_described,good,refurbish
electronics,57689.43,238,defective,good,refurbish
clothing,5367.74,62,wrong_size,for_parts,recycle
clothing,11600.2,1,defective,very_good,resell_as_is
clothing,953.43,10,wrong_size,for_parts,refurbish
electronics,41009.55,1,not_as_described,good,refurbish
clothing,11595.26,55,better_price_found,very_good,resell_as_is
books,337.88,9,defective,acceptable,refurbish
home,9200.57,92,defective,good,refurbish
clothing,12638.23,62,wrong_size,good,refurbish
electronics,45528.53,74,better_price_found,acceptable,refurbish
toys,6701.4,76,wrong_size,very_good,resell_as_is
clothing,5130.12,10,not_as_described,very_good,resell_as_is
clothing,11889.63,41,wrong_size,like_new,resell_as_is
home,26390.47,16,not_as_described,acceptable,refurbish
clothing,5665.36,8,wrong_size,good,donate
clothing,1131.04,31,wrong_size,very_good,peer_exchange
home,18259.72,6,no_longer_needed,very_good,recycle
books,999.25,58,better_price_found,good,peer_exchange
clothing,1375.3,96,wrong_size,acceptable,recycle
home,23552.83,71,no_longer_needed,like_new,resell_as_is
toys,7614.96,1,defective,for_parts,recycle
clothing,2913.09,135,wrong_size,very_good,resell_as_is
toys,5741.63,88,not_as_described,for_parts,recycle
home,38860.86,28,no_longer_needed,for_parts,recycle
clothing,1605.1,64,not_as_described,very_good,peer_exchange
clothing,6118.46,67,defective,like_new,resell_as_is
electronics,13612.65,1,defective,very_good,resell_as_is
toys,4506.48,74,not_as_described,acceptable,refurbish
clothing,3309.65,22,not_as_described,good,refurbish
electronics,6140.11,54,better_price_found,very_good,resell_as_is
electronics,36962.97,93,no_longer_needed,like_new,resell_as_is
home,2161.14,71,not_as_described,very_good,refurbish
clothing,14875.52,102,no_longer_needed,like_new,resell_as_is
home,9777.78,30,defective,for_parts,recycle
toys,6394.68,37,defective,very_good,resell_as_is
clothing,13839.51,289,wrong_size,good,refurbish
clothing,10153.65,28,better_price_found,acceptable,refurbish
electronics,12204.96,31,no_longer_needed,for_parts,recycle
home,19239.98,21,no_longer_needed,acceptable,refurbish
clothing,7674.26,13,better_price_found,good,refurbish
electronics,62101.56,81,no_longer_needed,like_new,resell_as_is
clothing,10065.9,193,wrong_size,good,recycle
home,37736.64,31,defective,good,refurbish
clothing,3514.38,31,wrong_size,like_new,resell_as_is
home,28567.67,65,defective,very_good,resell_as_is
books,2291.33,14,no_longer_needed,for_parts,recycle
books,940.85,15,better_price_found,good,peer_exchange
clothing,8671.89,80,wrong_size,very_good,resell_as_is
clothing,8421.49,73,better_price_found,good,refurbish
books,2455.41,79,no_longer_needed,very_good,peer_exchange
books,2674.58,7,no_longer_needed,good,refurbish
home,16764.06,2,not_as_described,like_new,resell_as_is
home,18851.96,34,better_price_found,very_good,resell_as_is
toys,6550.27,104,defective,like_new,peer_exchange
home,33614.3,14,defective,like_new,resell_as_is
books,1209.97,40,no_longer_needed,good,peer_exchange
clothing,13167.12,44,wrong_size,good,refurbish
toys,3378.39,31,no_longer_needed,good,refurbish
toys,2696.61,20,better_price_found,like_new,resell_as_is
clothing,2855.53,256,defective,good,refurbish
clothing,9412.06,48,no_longer_needed,very_good,resell_as_is
clothing,9007.91,56,wrong_size,good,peer_exchange
clothing,2229.05,32,wrong_size,very_good,peer_exchange
clothing,1142.28,54,not_as_described,like_new,peer_exchange
electronics,55781.97,1,better_price_found,like_new,resell_as_is
clothing,11204.14,31,wrong_size,acceptable,donate
electronics,31937.16,78,not_as_described,very_good,resell_as_is
home,36969.64,29,not_as_described,very_good,resell_as_is
home,14114.35,34,not_as_described,acceptable,refurbish
home,19286.04,91,no_longer_needed,like_new,resell_as_is
clothing,12474.87,23,wrong_size,for_parts,recycle
home,11258.71,8,wrong_size,like_new,resell_as_is
clothing,1428.0,9,wrong_size,good,peer_exchange
clothing,4132.27,28,wrong_size,very_good,resell_as_is
toys,5322.21,150,no_longer_needed,like_new,resell_as_is
electronics,44847.75,18,not_as_described,good,refurbish
clothing,5349.47,26,better_price_found,acceptable,refurbish
electronics,52999.52,11,defective,very_good,resell_as_is
electronics,9261.87,41,defective,good,refurbish
clothing,2123.61,10,no_longer_needed,acceptable,refurbish
electronics,4891.96,57,no_longer_needed,very_good,resell_as_is
home,37465.42,5,defective,like_new,resell_as_is
home,23325.97,6,defective,very_good,resell_as_is
clothing,1557.92,79,wrong_size,good,peer_exchange
books,1783.49,140,no_longer_needed,for_parts,recycle
clothing,14041.45,24,wrong_size,like_new,resell_as_is
home,31121.95,10,not_as_described,very_good,resell_as_is
electronics,58914.39,16,defective,acceptable,refurbish
electronics,32906.23,6,better_price_found,good,refurbish
clothing,1614.57,97,better_price_found,acceptable,refurbish
clothing,1008.77,64,not_as_described,good,peer_exchange
electronics,2113.81,5,defective,like_new,refurbish
clothing,3117.0,84,wrong_size,good,refurbish
clothing,14041.07,3,not_as_described,acceptable,refurbish
clothing,6266.38,69,no_longer_needed,like_new,recycle
toys,3210.14,59,no_longer_needed,like_new,refurbish
electronics,16972.03,189,not_as_described,like_new,resell_as_is
clothing,5264.23,2,defective,like_new,resell_as_is
home,2280.16,21,not_as_described,good,refurbish
clothing,14753.72,3,better_price_found,like_new,resell_as_is
clothing,2577.83,9,wrong_size,for_parts,recycle
clothing,10712.23,82,not_as_described,very_good,resell_as_is
clothing,3549.28,9,wrong_size,for_parts,recycle
electronics,12490.87,10,defective,very_good,resell_as_is
electronics,14941.1,6,better_price_found,for_parts,recycle
clothing,3257.58,16,defective,acceptable,refurbish
clothing,9199.19,17,not_as_described,very_good,recycle
home,34340.48,38,no_longer_needed,very_good,resell_as_is
home,34909.61,134,no_longer_needed,good,refurbish
toys,2829.69,82,no_longer_needed,good,refurbish
toys,4744.79,167,wrong_size,good,refurbish
home,36275.09,1,wrong_size,good,peer_exchange
electronics,6648.86,96,defective,acceptable,refurbish
home,12233.61,37,not_as_described,very_good,resell_as_is
home,2267.33,103,defective,good,refurbish
electronics,42959.66,65,no_longer_needed,very_good,resell_as_is
electronics,62464.25,5,not_as_described,acceptable,refurbish
books,2922.42,30,no_longer_needed,like_new,resell_as_is
clothing,2786.08,80,wrong_size,very_good,resell_as_is
clothing,11067.03,330,no_longer_needed,very_good,resell_as_is
electronics,47537.93,2,defective,for_parts,recycle
books,1253.04,110,better_price_found,good,peer_exchange
home,37445.52,18,no_longer_needed,very_good,resell_as_is
electronics,40915.14,129,defective,good,refurbish
clothing,13598.54,28,wrong_size,like_new,resell_as_is
toys,2595.93,10,no_longer_needed,acceptable,refurbish
toys,6615.11,122,no_longer_needed,very_good,resell_as_is
clothing,4672.44,10,not_as_described,good,refurbish
electronics,37694.19,12,no_longer_needed,good,refurbish
home,29195.78,73,not_as_described,like_new,resell_as_is
clothing,7308.54,29,better_price_found,very_good,resell_as_is
toys,6557.17,1,better_price_found,very_good,resell_as_is
clothing,8283.77,76,wrong_size,very_good,resell_as_is
clothing,14622.28,37,wrong_size,good,refurbish
electronics,28349.28,200,not_as_described,very_good,resell_as_is
electronics,9951.95,114,better_price_found,very_good,resell_as_is
